label,num_basic_blocks,num_edges,avg_block_size,max_block_size,graph_density,num_loops,cyclomatic_complexity,byte_entropy,opcode_entropy,avg_chunk_entropy,max_chunk_entropy,high_entropy_ratio,unique_opcodes,unique_ratio,crypto_ops_ratio,arithmetic_ratio,logic_ratio,num_instructions,total_api_calls
hmac,13,12,6.846153846153846,17,0.07692307692307693,0,1,5.1659299502205585,2.5159930212781636,4.407335145386804,4.79281611039028,0.0,14,0.15730337078651685,0.033707865168539325,0.033707865168539325,0.0,89,4
hmac,4,3,5.25,10,0.25,0,1,4.378686048626993,2.1015690258342747,3.0922123289188472,4.1844246578376945,0.0,9,0.42857142857142855,0.047619047619047616,0.047619047619047616,0.0,21,1
hmac,10,9,5.5,9,0.1,0,1,4.612929129976682,2.277183923609762,3.39942686555975,4.31206380849926,0.0,12,0.21818181818181817,0.07272727272727272,0.07272727272727272,0.0,55,4
hmac,6,5,7.5,15,0.16666666666666666,0,1,4.460934871903519,1.6338610857866347,3.010513804875568,4.268206682983832,0.0,9,0.2,0.044444444444444446,0.044444444444444446,0.0,45,5
hmac,8,7,4.125,10,0.125,0,1,4.295779817785043,2.2498366114870882,4.060498674325541,4.1078213313199194,0.0,10,0.30303030303030304,0.030303030303030304,0.030303030303030304,0.0,33,3
hmac,1,0,7.0,7,0.0,0,1,3.7849418274376427,2.1280852788913944,3.7849418274376427,3.7849418274376427,0.0,5,0.7142857142857143,0.0,0.0,0.0,7,0
hmac,10,9,3.8,6,0.1,0,1,4.960122216348689,2.5521758845555,4.1344202749390115,4.665219969293428,0.0,12,0.3157894736842105,0.02631578947368421,0.02631578947368421,0.0,38,4
hmac,5,4,3.6,8,0.2,0,1,4.401676180963944,2.7254805569978675,4.401676180963944,4.401676180963944,0.0,10,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,18,2
hmac,2,1,12.5,22,0.5,0,1,4.494352958477734,1.704381457724494,4.011192006205345,4.107010619399147,0.0,7,0.28,0.12,0.12,0.0,25,1
hmac,26,25,7.769230769230769,26,0.038461538461538464,0,1,4.727502531947177,1.801489334151441,3.964431049443961,4.181554056131191,0.0,13,0.06435643564356436,0.01485148514851485,0.009900990099009901,0.0049504950495049506,202,14
hmac,4,3,5.0,8,0.25,0,1,4.472381659827718,2.5609640474436812,3.3043332623519266,4.2867384298164914,0.0,10,0.5,0.05,0.05,0.0,20,2
hmac,23,22,6.3478260869565215,56,0.043478260869565216,0,1,4.853174416185182,1.6889518363680747,3.776245599442814,4.5183648790909805,0.0,13,0.08904109589041095,0.02054794520547945,0.02054794520547945,0.0,146,9
hmac,7,6,4.714285714285714,8,0.14285714285714285,0,1,4.64805566287683,2.4062532094808287,4.30491220963148,4.6521537203561145,0.0,11,0.3333333333333333,0.06060606060606061,0.06060606060606061,0.0,33,4
hmac,55,54,4.163636363636364,15,0.01818181818181818,0,1,5.097434120269236,2.9673989914668186,4.224740690960968,4.586009437741919,0.0,23,0.10043668122270742,0.039301310043668124,0.026200873362445413,0.013100436681222707,229,17
hmac,2,1,12.5,22,0.5,0,1,4.502708659007016,1.704381457724494,4.0368142500035145,4.103909910282364,0.0,7,0.28,0.12,0.12,0.0,25,1
hmac,96,95,4.041666666666667,10,0.010416666666666666,0,1,5.3357910521327945,3.4340521243504054,4.302763473645542,4.831343945008262,0.0,19,0.04896907216494845,0.04639175257731959,0.04639175257731959,0.0,388,24
hmac,2,1,6.5,11,0.5,0,1,4.319909675741442,2.1887870678023824,4.319909675741442,4.319909675741442,0.0,7,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.0,13,1
hmac,14,13,3.857142857142857,12,0.07142857142857142,0,1,4.884673359870534,2.6027471634218076,4.408890694950801,4.575652212593065,0.0,13,0.24074074074074073,0.05555555555555555,0.037037037037037035,0.018518518518518517,54,5
hmac,2,1,13.0,23,0.5,0,1,4.505455322243373,1.6597224094502603,4.0202100439825905,4.0220552088742,0.0,7,0.2692307692307692,0.11538461538461539,0.11538461538461539,0.0,26,1
hmac,5,4,4.8,6,0.2,0,1,4.4960978511937295,2.7008257945180887,4.228481948064875,4.47823219741386,0.0,10,0.4166666666666667,0.041666666666666664,0.041666666666666664,0.0,24,0
hmac,10,9,4.0,10,0.1,0,1,4.673560139308768,2.2209505944546684,3.9060608210794676,4.38618417945087,0.0,11,0.275,0.025,0.025,0.0,40,4
hmac,22,21,3.5,14,0.045454545454545456,0,1,4.842290484449009,2.578519796873365,4.190969277905083,4.525957868318166,0.0,14,0.18181818181818182,0.05194805194805195,0.03896103896103896,0.012987012987012988,77,8
hmac,61,60,4.049180327868853,10,0.01639344262295082,0,1,5.383936668680023,3.222626005752886,4.37414276863908,4.8754036179525455,0.0,19,0.07692307692307693,0.020242914979757085,0.020242914979757085,0.0,247,20
hmac,1,0,7.0,7,0.0,0,1,3.7849418274376427,2.1280852788913944,3.7849418274376427,3.7849418274376427,0.0,5,0.7142857142857143,0.0,0.0,0.0,7,0
hmac,26,25,3.6923076923076925,14,0.038461538461538464,0,1,4.573964007643926,2.626476715812549,3.9698714340281476,4.354412448359019,0.0,15,0.15625,0.041666666666666664,0.03125,0.010416666666666666,96,9
hmac,13,12,3.5384615384615383,8,0.07692307692307693,0,1,4.4951599088072385,2.250335324963783,4.102044217070939,4.2915943699975845,0.0,9,0.1956521739130435,0.021739130434782608,0.021739130434782608,0.0,46,3
hmac,24,23,4.375,10,0.041666666666666664,0,1,5.030538757983769,3.0501074499036225,4.305429389596589,4.556554056131191,0.0,18,0.17142857142857143,0.01904761904761905,0.01904761904761905,0.0,105,9
hmac,17,16,4.823529411764706,12,0.058823529411764705,0,1,4.9528922356141845,2.2225748100892586,4.361104678258394,4.5629036179525455,0.0,13,0.15853658536585366,0.036585365853658534,0.036585365853658534,0.0,82,6
hmac,1,0,7.0,7,0.0,0,1,3.7849418274376427,2.1280852788913944,3.7849418274376427,3.7849418274376427,0.0,5,0.7142857142857143,0.0,0.0,0.0,7,0
hmac,15,14,4.333333333333333,13,0.06666666666666667,0,1,4.881271994036831,2.3772751897179436,4.332271165590103,4.671804068694574,0.0,13,0.2,0.046153846153846156,0.03076923076923077,0.015384615384615385,65,4
hmac,2,1,5.0,8,0.5,0,1,4.031401845392171,2.1609640474436813,4.031401845392171,4.031401845392171,0.0,6,0.6,0.1,0.1,0.0,10,1
hmac,2,1,9.5,17,0.5,0,1,4.243493299324186,1.442508097190614,2.7860161808517305,4.072032361703461,0.0,6,0.3157894736842105,0.05263157894736842,0.05263157894736842,0.0,19,1
hmac,36,35,4.722222222222222,20,0.027777777777777776,0,1,5.027770357925031,2.388657042008248,4.006436959496491,4.691024413893479,0.0,16,0.09411764705882353,0.029411764705882353,0.023529411764705882,0.0058823529411764705,170,15
hmac,15,14,4.933333333333334,15,0.06666666666666667,0,1,4.525221551774861,2.1351571857446845,3.7878756623652103,4.274900438178645,0.0,11,0.14864864864864866,0.04054054054054054,0.04054054054054054,0.0,74,4
hmac,191,190,3.979057591623037,10,0.005235602094240838,0,1,5.435820603314639,3.3329490460659112,4.266149799730324,4.782963821688583,0.0,19,0.025,0.02894736842105263,0.02894736842105263,0.0,760,56
hmac,4,3,5.25,8,0.25,0,1,4.188401848097363,1.8751458114455384,3.068717908471123,3.976471769498565,0.0,7,0.3333333333333333,0.047619047619047616,0.047619047619047616,0.0,21,3
hmac,4,3,7.5,16,0.25,0,1,4.278117726117296,1.8322683996633864,3.637136120603591,4.3809801466508205,0.0,10,0.3333333333333333,0.03333333333333333,0.03333333333333333,0.0,30,1
hmac,61,60,4.081967213114754,10,0.01639344262295082,0,1,5.277511197252107,3.1654284461092193,4.324843817266243,4.6499433125951875,0.0,19,0.07630522088353414,0.01606425702811245,0.01606425702811245,0.0,249,21
hmac,7,6,4.285714285714286,6,0.14285714285714285,0,1,4.617035323416504,2.203673636418766,4.306226804376463,4.500093307816549,0.0,10,0.3333333333333333,0.03333333333333333,0.03333333333333333,0.0,30,5
hmac,26,25,4.230769230769231,10,0.038461538461538464,0,1,5.189969801118958,3.159668971984062,4.382774296730036,4.781653617952546,0.0,19,0.17272727272727273,0.01818181818181818,0.01818181818181818,0.0,110,9
hmac,1,0,7.0,7,0.0,0,1,3.7849418274376427,2.1280852788913944,3.7849418274376427,3.7849418274376427,0.0,5,0.7142857142857143,0.0,0.0,0.0,7,0
hmac,17,16,3.411764705882353,12,0.058823529411764705,0,1,4.92275131491324,2.6250389375104985,4.111069126447925,4.638508938909887,0.0,13,0.22413793103448276,0.05172413793103448,0.034482758620689655,0.017241379310344827,58,6
hmac,17,16,4.0,13,0.058823529411764705,0,1,5.1166904633705155,2.658518277381712,4.380339873835552,4.713054250365621,0.0,13,0.19117647058823528,0.04411764705882353,0.029411764705882353,0.014705882352941176,68,5
hmac,2,1,11.5,21,0.5,0,1,4.2936846194884275,1.2601423897108555,3.7189924060532373,3.9163441757631556,0.0,6,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.0,23,1
hmac,7,6,3.4285714285714284,8,0.14285714285714285,0,1,4.528903244559202,2.801269362922251,3.935819361759524,4.510344369997585,0.0,12,0.5,0.041666666666666664,0.041666666666666664,0.0,24,3
hmac,2,1,12.0,21,0.5,0,1,4.530438369282323,2.5220552088742005,4.084376900582331,4.344220394282751,0.0,8,0.3333333333333333,0.125,0.125,0.0,24,1
hmac,5,4,4.6,9,0.2,0,1,4.438789922639631,2.1711395066729176,3.7545064218549853,4.134012843709971,0.0,8,0.34782608695652173,0.043478260869565216,0.043478260869565216,0.0,23,2
hmac,1,0,7.0,7,0.0,0,1,3.7849418274376427,2.1280852788913944,3.7849418274376427,3.7849418274376427,0.0,5,0.7142857142857143,0.0,0.0,0.0,7,0
hmac,2,1,6.5,11,0.5,0,1,4.302753141601364,2.1887870678023824,4.302753141601364,4.302753141601364,0.0,7,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.0,13,1
hmac,25,24,4.44,24,0.04,0,1,5.502309470945907,3.1039684855787804,4.26892370200779,4.822123781480404,0.0,14,0.12612612612612611,0.02702702702702703,0.0,0.02702702702702703,111,15
hmac,38,37,3.8421052631578947,18,0.02631578947368421,0,1,5.922506445211327,3.430597108196956,4.643818700608563,5.159774413893479,0.0,20,0.136986301369863,0.08904109589041095,0.0273972602739726,0.03424657534246575,146,17
hmac,6,5,3.3333333333333335,5,0.16666666666666666,0,1,4.954935613937397,2.863865121950854,4.089416156875252,4.774289500408212,0.0,10,0.5,0.0,0.0,0.0,20,3
hmac,14,13,3.142857142857143,6,0.07142857142857142,0,1,5.182295486440128,3.129611430173641,4.360061998747528,4.711402432618211,0.0,12,0.2727272727272727,0.13636363636363635,0.11363636363636363,0.022727272727272728,44,2
hmac,41,40,3.682926829268293,16,0.024390243902439025,0,1,5.77452724849902,3.195690832788831,4.638176648588438,5.030999805765569,0.0,16,0.10596026490066225,0.08609271523178808,0.019867549668874173,0.06622516556291391,151,17
hmac,3,2,5.333333333333333,8,0.3333333333333333,0,1,4.497020702549166,2.774397470347699,4.497020702549166,4.497020702549166,0.0,8,0.5,0.125,0.125,0.0,16,2
hmac,5,4,9.2,18,0.2,0,1,5.2868130179362804,2.703438059126942,3.8598444509344554,4.878524413893479,0.0,11,0.2391304347826087,0.13043478260869565,0.06521739130434782,0.06521739130434782,46,3
hmac,2,1,4.5,6,0.5,0,1,4.100068930662753,3.169925001442312,4.100068930662753,4.100068930662753,0.0,9,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,9,1
hmac,3,2,5.333333333333333,7,0.3333333333333333,0,1,4.422995052579128,2.396782221599798,4.422995052579128,4.422995052579128,0.0,7,0.4375,0.125,0.125,0.0,16,2
hmac,23,22,2.8260869565217392,7,0.043478260869565216,0,1,5.053264264574578,3.144942376138836,4.472046609232658,4.788659571322961,0.0,14,0.2153846153846154,0.06153846153846154,0.03076923076923077,0.03076923076923077,65,9
hmac,56,55,3.4285714285714284,11,0.017857142857142856,0,1,5.783806075366933,3.761667109838016,4.613811869423793,4.97993417945087,0.0,19,0.09895833333333333,0.08854166666666667,0.052083333333333336,0.036458333333333336,192,16
hmac,18,17,3.7222222222222223,12,0.05555555555555555,0,1,5.501093527823513,3.130347742189545,4.069011549128334,4.829783547037795,0.0,13,0.19402985074626866,0.08955223880597014,0.04477611940298507,0.04477611940298507,67,7
hmac,9,8,3.0,5,0.1111111111111111,0,1,4.9362064792556435,2.948557875009136,4.49757834599587,4.779078664259099,0.0,9,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,27,5
hmac,24,23,5.25,15,0.041666666666666664,0,1,5.665912617088441,3.2117975152089486,4.641332133074674,5.226409765557392,0.0,16,0.12698412698412698,0.14285714285714285,0.031746031746031744,0.1111111111111111,126,9
hmac,19,18,2.4210526315789473,4,0.05263157894736842,0,1,4.857395105674886,3.086671598920542,4.359408291795766,4.513105320957342,0.0,12,0.2608695652173913,0.021739130434782608,0.0,0.021739130434782608,46,9
hmac,10,9,5.4,16,0.1,0,1,5.3916166882411645,2.894219072938306,4.206715107904409,4.936889062229566,0.0,15,0.2777777777777778,0.07407407407407407,0.05555555555555555,0.018518518518518517,54,2
hmac,6,5,4.5,7,0.16666666666666666,0,1,4.645591626893756,2.4073290582651667,4.357585921441514,4.400462830588678,0.0,8,0.2962962962962963,0.07407407407407407,0.07407407407407407,0.0,27,5
hmac,9,8,3.3333333333333335,7,0.1111111111111111,0,1,4.793287115317972,2.8956007146872724,4.342459350703551,4.553618358901741,0.0,10,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,30,5
hmac,9,8,3.888888888888889,6,0.1111111111111111,0,1,5.078877290700242,3.222738561139235,4.632649177602945,4.758969969293428,0.0,12,0.34285714285714286,0.11428571428571428,0.08571428571428572,0.02857142857142857,35,4
hmac,29,28,4.068965517241379,22,0.034482758620689655,0,1,5.705999578560984,3.012629575623895,4.620168129264822,4.967910190546714,0.0,15,0.1271186440677966,0.07627118644067797,0.025423728813559324,0.05084745762711865,118,11
hmac,24,23,5.875,21,0.041666666666666664,0,1,5.576659166871783,3.5778483596778075,4.500551285862283,4.773902432618211,0.0,21,0.14893617021276595,0.04964539007092199,0.02127659574468085,0.028368794326241134,141,14
hmac,8,7,4.25,8,0.125,0,1,4.842504547802966,2.628355768472786,4.291085954193074,4.39707529025077,0.0,12,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.0,34,5
hmac,25,24,3.88,24,0.04,0,1,5.621496813487158,3.2652645055776457,4.530460986210241,4.786084617629516,0.0,16,0.16494845360824742,0.010309278350515464,0.0,0.020618556701030927,97,13
hmac,7,6,3.5714285714285716,5,0.14285714285714285,0,1,5.082181639687454,2.992487689168953,4.607552345629235,4.7386085007312415,0.0,11,0.44,0.08,0.08,0.0,25,3
hmac,52,51,4.5,33,0.019230769230769232,0,1,5.751473264539692,3.9894964372291213,4.44046147206359,4.99974980576557,0.0,29,0.12393162393162394,0.042735042735042736,0.021367521367521368,0.09401709401709402,234,18
hmac,64,63,2.65625,8,0.015625,0,1,5.803064310885615,3.5750088219115033,4.525430893069493,5.212400438178646,0.0,18,0.10588235294117647,0.023529411764705882,0.011764705882352941,0.01764705882352941,170,13
hmac,19,18,3.5789473684210527,6,0.05263157894736842,0,1,5.373726448505615,2.8784990370911796,4.727427623214125,4.8568981953738835,0.0,11,0.16176470588235295,0.029411764705882353,0.0,0.029411764705882353,68,10
hmac,13,12,3.076923076923077,8,0.07692307692307693,0,1,5.119039130929057,3.098562150908746,4.794884036027101,5.0176442905737995,0.0,13,0.325,0.1,0.075,0.025,40,5
hmac,31,30,2.064516129032258,4,0.03225806451612903,0,1,4.28748157130366,2.357608660762659,3.2196608212782976,4.273337213907662,0.0,7,0.109375,0.03125,0.0,0.03125,64,0
hmac,8,7,6.0,12,0.125,0,1,5.333172222257552,3.2233323666317553,4.990161493129358,5.083918898701708,0.0,13,0.2708333333333333,0.1875,0.08333333333333333,0.10416666666666667,48,2
hmac,35,34,3.657142857142857,11,0.02857142857142857,0,1,5.989514476082089,3.709520830216891,4.726546264002439,5.115168898701707,0.0,17,0.1328125,0.0859375,0.046875,0.0390625,128,11
hmac,141,140,2.49645390070922,12,0.0070921985815602835,0,1,5.963725191555326,3.4760929365061632,4.581411128574053,4.969153617952545,0.0,20,0.056818181818181816,0.028409090909090908,0.019886363636363636,0.008522727272727272,352,36
hmac,15,14,4.666666666666667,11,0.06666666666666667,0,1,5.571447491295889,3.1688404072260767,4.798639394097609,4.950605320957341,0.0,16,0.22857142857142856,0.05714285714285714,0.04285714285714286,0.014285714285714285,70,6
hmac,13,12,3.6153846153846154,10,0.07692307692307693,0,1,5.4496542040976,3.4361286087989806,4.799800636534066,4.926721298394087,0.0,15,0.3191489361702128,0.0851063829787234,0.06382978723404255,0.02127659574468085,47,4
hmac,74,73,3.3513513513513513,14,0.013513513513513514,0,1,5.922171386692826,3.545290771494284,4.590293693124334,5.021418898701708,0.0,19,0.07661290322580645,0.07258064516129033,0.024193548387096774,0.04838709677419355,248,27
hmac,13,12,4.6923076923076925,12,0.07692307692307693,0,1,5.372035998502091,3.1914982567464794,4.652964797635398,5.072123781480403,0.0,13,0.21311475409836064,0.13114754098360656,0.06557377049180328,0.06557377049180328,61,3
hmac,4,3,5.5,11,0.25,0,1,4.36844461452925,2.9808259362290785,3.956758884530241,4.282713627454152,0.0,12,0.5454545454545454,0.045454545454545456,0.0,0.045454545454545456,22,1
hmac,9,8,2.6666666666666665,5,0.1111111111111111,0,1,4.586190511794479,2.554585169337799,4.136795779349787,4.256515331479666,0.0,10,0.4166666666666667,0.0,0.0,0.0,24,6
hmac,32,31,3.5,9,0.03125,0,1,5.835835177147374,3.6146713164865574,4.812034664735047,5.1540786642591,0.0,16,0.14285714285714285,0.07142857142857142,0.017857142857142856,0.05357142857142857,112,11
hmac,12,11,4.166666666666667,10,0.08333333333333333,0,1,5.567153100722855,3.396565630242719,4.82598121174797,5.069909571322961,0.0,16,0.32,0.1,0.06,0.04,50,5
hmac,7,6,3.5714285714285716,7,0.14285714285714285,0,1,4.887096223936193,3.3476013115120558,4.052592448142028,4.686889062229566,0.0,13,0.52,0.12,0.08,0.04,25,3
hmac,2,1,6.5,11,0.5,0,1,4.114782667602551,2.1416195253341384,4.114782667602551,4.114782667602551,0.0,6,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.0,13,1
hmac,5,4,4.0,7,0.2,0,1,4.764224658373015,2.8219280948873626,4.227617840351382,4.720714015923012,0.0,10,0.5,0.2,0.1,0.1,20,1
hmac,7,6,3.5714285714285716,5,0.14285714285714285,0,1,4.95994017570319,3.2177968115985958,4.158122873620794,4.7150182662886335,0.0,12,0.48,0.2,0.12,0.08,25,4
hmac,15,14,4.866666666666666,23,0.06666666666666667,0,1,5.119981259595093,3.348986628148209,4.196956187258936,4.556321771861713,0.0,14,0.1917808219178082,0.0547945205479452,0.0410958904109589,0.0136986301369863,73,7
hmac,38,37,3.8421052631578947,18,0.02631578947368421,0,1,5.924016821697149,3.430597108196956,4.653384282213297,5.15977441389348,0.0,20,0.136986301369863,0.08904109589041095,0.0273972602739726,0.03424657534246575,146,17
hmac,6,5,3.3333333333333335,5,0.16666666666666666,0,1,5.013637928778921,2.863865121950854,4.120666156875252,4.836789500408212,0.0,10,0.5,0.0,0.0,0.0,20,3
hmac,14,13,3.142857142857143,6,0.07142857142857142,0,1,5.182295486440127,3.129611430173641,4.360061998747528,4.711402432618211,0.0,12,0.2727272727272727,0.13636363636363635,0.11363636363636363,0.022727272727272728,44,2
hmac,8,7,7.0,14,0.125,0,1,5.512923695352354,2.830975854627226,4.784788734229724,4.817695361165519,0.0,12,0.21428571428571427,0.125,0.05357142857142857,0.07142857142857142,56,5
hmac,3,2,5.333333333333333,8,0.3333333333333333,0,1,4.544518762931295,2.774397470347699,4.544518762931295,4.544518762931295,0.0,8,0.5,0.125,0.125,0.0,16,2
hmac,5,4,9.2,18,0.2,0,1,5.301964533087796,2.703438059126942,3.8702611176011223,4.909774413893479,0.0,11,0.2391304347826087,0.13043478260869565,0.06521739130434782,0.06521739130434782,46,3
hmac,2,1,4.5,6,0.5,0,1,3.994111719041081,3.169925001442312,3.994111719041081,3.994111719041081,0.0,9,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,9,1
hmac,6,5,9.5,21,0.16666666666666666,0,1,5.389579006140784,2.7678698518817693,4.378629888526061,5.1018133835099375,0.0,13,0.22807017543859648,0.10526315789473684,0.05263157894736842,0.05263157894736842,57,2
hmac,3,2,5.333333333333333,7,0.3333333333333333,0,1,4.433208073322317,2.396782221599798,4.433208073322317,4.433208073322317,0.0,7,0.4375,0.125,0.125,0.0,16,2
hmac,13,12,3.1538461538461537,7,0.07692307692307693,0,1,5.149089725912757,2.857076251080976,4.67928713764704,4.939867633875559,0.0,11,0.2682926829268293,0.04878048780487805,0.0,0.04878048780487805,41,7
hmac,56,55,3.4285714285714284,11,0.017857142857142856,0,1,5.821570781658378,3.761667109838016,4.616533819551785,4.97993417945087,0.0,19,0.09895833333333333,0.08854166666666667,0.052083333333333336,0.036458333333333336,192,16
hmac,18,17,3.7222222222222223,12,0.05555555555555555,0,1,5.535557239569244,3.130347742189545,4.069011549128334,4.798533547037795,0.0,13,0.19402985074626866,0.08955223880597014,0.04477611940298507,0.04477611940298507,67,7
hmac,9,8,3.0,5,0.1111111111111111,0,1,4.885519197287684,2.948557875009136,4.449028760358191,4.736033547037795,0.0,9,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,27,5
hmac,19,18,5.421052631578948,15,0.05263157894736842,0,1,5.752202684456891,3.3467565443441307,4.310985173180643,5.269454882778696,0.0,16,0.1553398058252427,0.1650485436893204,0.06796116504854369,0.0970873786407767,103,7
hmac,10,9,3.2,6,0.1,0,1,4.791950836876829,2.367036144108406,4.566921764385675,4.677668898701708,0.0,9,0.28125,0.09375,0.09375,0.0,32,7
hmac,10,9,5.4,16,0.1,0,1,5.380515401444642,2.894219072938306,4.188141328599083,4.936889062229566,0.0,15,0.2777777777777778,0.07407407407407407,0.05555555555555555,0.018518518518518517,54,2
hmac,6,5,4.5,7,0.16666666666666666,0,1,4.691572286520287,2.4073290582651667,4.394733480052166,4.474757947809983,0.0,8,0.2962962962962963,0.07407407407407407,0.07407407407407407,0.0,27,5
hmac,9,8,3.3333333333333335,7,0.1111111111111111,0,1,4.856992047221383,2.8956007146872724,4.414560226526117,4.593139062229566,0.0,10,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,30,5
hmac,9,8,3.888888888888889,6,0.1111111111111111,0,1,5.05790840190027,3.222738561139235,4.596585449915539,4.702569336880353,0.0,12,0.34285714285714286,0.11428571428571428,0.08571428571428572,0.02857142857142857,35,4
hmac,6,5,8.333333333333334,19,0.16666666666666666,0,1,5.141760410315107,2.537472945313864,4.693905033914529,4.770262118683787,0.0,11,0.22,0.04,0.0,0.04,50,2
hmac,24,23,5.875,21,0.041666666666666664,0,1,5.568498508207375,3.5778483596778075,4.488395593058116,4.773902432618211,0.0,21,0.14893617021276595,0.04964539007092199,0.02127659574468085,0.028368794326241134,141,14
hmac,4,3,3.0,5,0.25,0,1,4.693905446589418,3.188721875540867,4.693905446589418,4.693905446589418,0.0,10,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,12,1
hmac,20,19,4.6,29,0.05,0,1,5.649247299616913,3.3754719898963277,4.536768847573618,5.063810203736037,0.0,17,0.18478260869565216,0.010869565217391304,0.0,0.021739130434782608,92,10
hmac,7,6,3.5714285714285716,5,0.14285714285714285,0,1,5.141587580281513,2.992487689168953,4.623177345629235,4.7698585007312415,0.0,11,0.44,0.08,0.08,0.0,25,3
hmac,54,53,4.111111111111111,18,0.018518518518518517,0,1,5.889168402401518,3.6184438304494284,4.585429693218789,4.857912751096862,0.0,29,0.13063063063063063,0.06306306306306306,0.04054054054054054,0.02702702702702703,222,18
hmac,64,63,2.65625,8,0.015625,0,1,5.853037496650026,3.5750088219115033,4.5523164555121065,5.181150438178646,0.0,18,0.10588235294117647,0.023529411764705882,0.011764705882352941,0.01764705882352941,170,13
